Timestamp                       Thread     Type        Activity             PID    TTL  
2025-07-02 13:09:13.284483+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e add <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d to group
2025-07-02 13:09:13.285021+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NativeWidgetMacNSWindow: 0x11981dee0> windowNumber=392 from group
2025-07-02 13:09:13.285073+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d from group
2025-07-02 13:09:13.285101+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e add <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d to group
2025-07-02 13:09:13.489101+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NativeWidgetMacNSWindow: 0x13417ec80> windowNumber=393 from group
2025-07-02 13:09:13.489140+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d from group
2025-07-02 13:09:13.489175+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e add <NativeWidgetMacNSWindow: 0x13417ec80> windowNumber=393 to group
2025-07-02 13:09:13.489772+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e add <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d to group
2025-07-02 13:09:13.490375+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NativeWidgetMacNSWindow: 0x13417ec80> windowNumber=393 from group
2025-07-02 13:09:13.490436+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d from group
2025-07-02 13:09:13.490471+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e add <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d to group
2025-07-02 13:09:13.653007+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NativeWidgetMacNSWindow: 0x11981dee0> windowNumber=394 from group
2025-07-02 13:09:13.653046+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d from group
2025-07-02 13:09:13.653080+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e add <NativeWidgetMacNSWindow: 0x11981dee0> windowNumber=394 to group
2025-07-02 13:09:13.653609+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e add <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d to group
2025-07-02 13:09:13.654124+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NativeWidgetMacNSWindow: 0x11981dee0> windowNumber=394 from group
2025-07-02 13:09:13.654172+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d from group
2025-07-02 13:09:13.654197+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e add <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d to group
2025-07-02 13:09:13.952360+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NativeWidgetMacNSWindow: 0x119c924a0> windowNumber=395 from group
2025-07-02 13:09:13.952392+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d from group
2025-07-02 13:09:13.952420+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e add <NativeWidgetMacNSWindow: 0x119c924a0> windowNumber=395 to group
2025-07-02 13:09:13.952960+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e add <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d to group
2025-07-02 13:09:13.953508+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NativeWidgetMacNSWindow: 0x119c924a0> windowNumber=395 from group
2025-07-02 13:09:13.953558+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d from group
2025-07-02 13:09:13.953587+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e add <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d to group
2025-07-02 13:09:14.077596+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NativeWidgetMacNSWindow: 0x13417ec80> windowNumber=396 from group
2025-07-02 13:09:14.077633+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d from group
2025-07-02 13:09:14.077666+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e add <NativeWidgetMacNSWindow: 0x13417ec80> windowNumber=396 to group
2025-07-02 13:09:14.078301+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e add <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d to group
2025-07-02 13:09:14.082192+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NativeWidgetMacNSWindow: 0x13417ec80> windowNumber=396 from group
2025-07-02 13:09:14.082280+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d from group
2025-07-02 13:09:14.082320+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e add <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d to group
2025-07-02 13:09:14.258270+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NativeWidgetMacNSWindow: 0x11981dee0> windowNumber=397 from group
2025-07-02 13:09:14.258300+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d from group
2025-07-02 13:09:14.258329+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e add <NativeWidgetMacNSWindow: 0x11981dee0> windowNumber=397 to group
2025-07-02 13:09:14.258847+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e add <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d to group
2025-07-02 13:09:14.259416+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NativeWidgetMacNSWindow: 0x11981dee0> windowNumber=397 from group
2025-07-02 13:09:14.259469+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d from group
2025-07-02 13:09:14.259493+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e add <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d to group
2025-07-02 13:09:15.165768+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NativeWidgetMacNSWindow: 0x11981dee0> windowNumber=398 from group
2025-07-02 13:09:15.165809+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d from group
2025-07-02 13:09:15.165845+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e add <NativeWidgetMacNSWindow: 0x11981dee0> windowNumber=398 to group
2025-07-02 13:09:15.166408+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e add <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d to group
2025-07-02 13:09:15.166957+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NativeWidgetMacNSWindow: 0x11981dee0> windowNumber=398 from group
2025-07-02 13:09:15.167017+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d from group
2025-07-02 13:09:15.167047+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e add <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d to group
2025-07-02 13:09:15.376536+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NativeWidgetMacNSWindow: 0x13417ec80> windowNumber=399 from group
2025-07-02 13:09:15.376575+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d from group
2025-07-02 13:09:15.376609+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e add <NativeWidgetMacNSWindow: 0x13417ec80> windowNumber=399 to group
2025-07-02 13:09:15.377298+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e add <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d to group
2025-07-02 13:09:15.377914+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NativeWidgetMacNSWindow: 0x13417ec80> windowNumber=399 from group
2025-07-02 13:09:15.377995+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d from group
2025-07-02 13:09:15.378025+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e add <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d to group
2025-07-02 13:09:15.840774+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NativeWidgetMacNSWindow: 0x119c924a0> windowNumber=39a from group
2025-07-02 13:09:15.840812+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d from group
2025-07-02 13:09:15.840849+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e add <NativeWidgetMacNSWindow: 0x119c924a0> windowNumber=39a to group
2025-07-02 13:09:15.841586+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e add <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d to group
2025-07-02 13:09:15.842167+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NativeWidgetMacNSWindow: 0x119c924a0> windowNumber=39a from group
2025-07-02 13:09:15.842216+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d from group
2025-07-02 13:09:15.842245+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e add <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d to group
2025-07-02 13:09:15.983662+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NativeWidgetMacNSWindow: 0x13417ec80> windowNumber=39b from group
2025-07-02 13:09:15.983697+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d from group
2025-07-02 13:09:15.983731+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e add <NativeWidgetMacNSWindow: 0x13417ec80> windowNumber=39b to group
2025-07-02 13:09:15.984356+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e add <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d to group
2025-07-02 13:09:15.984981+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NativeWidgetMacNSWindow: 0x13417ec80> windowNumber=39b from group
2025-07-02 13:09:15.985031+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d from group
2025-07-02 13:09:15.985061+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e add <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d to group
2025-07-02 13:09:16.338253+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NativeWidgetMacNSWindow: 0x119c8c2b0> windowNumber=39c from group
2025-07-02 13:09:16.338290+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d from group
2025-07-02 13:09:16.338329+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e add <NativeWidgetMacNSWindow: 0x119c8c2b0> windowNumber=39c to group
2025-07-02 13:09:16.338922+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e add <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d to group
2025-07-02 13:09:16.339492+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NativeWidgetMacNSWindow: 0x119c8c2b0> windowNumber=39c from group
2025-07-02 13:09:16.339550+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d from group
2025-07-02 13:09:16.339581+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e add <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d to group
2025-07-02 13:09:16.965934+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NativeWidgetMacNSWindow: 0x13417ec80> windowNumber=39d from group
2025-07-02 13:09:16.965970+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d from group
2025-07-02 13:09:16.966004+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e add <NativeWidgetMacNSWindow: 0x13417ec80> windowNumber=39d to group
2025-07-02 13:09:16.966550+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e add <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d to group
2025-07-02 13:09:16.967144+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NativeWidgetMacNSWindow: 0x13417ec80> windowNumber=39d from group
2025-07-02 13:09:16.967196+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d from group
2025-07-02 13:09:16.967227+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e add <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d to group
2025-07-02 13:09:17.166948+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NativeWidgetMacNSWindow: 0x119c8c2b0> windowNumber=39e from group
2025-07-02 13:09:17.166986+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d from group
2025-07-02 13:09:17.167022+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e add <NativeWidgetMacNSWindow: 0x119c8c2b0> windowNumber=39e to group
2025-07-02 13:09:17.167602+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e add <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d to group
2025-07-02 13:09:17.168147+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NativeWidgetMacNSWindow: 0x119c8c2b0> windowNumber=39e from group
2025-07-02 13:09:17.168194+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d from group
2025-07-02 13:09:17.168220+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e add <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d to group
2025-07-02 13:09:17.327329+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NativeWidgetMacNSWindow: 0x11981dee0> windowNumber=39f from group
2025-07-02 13:09:17.327370+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d from group
2025-07-02 13:09:17.327425+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e add <NativeWidgetMacNSWindow: 0x11981dee0> windowNumber=39f to group
2025-07-02 13:09:17.327994+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e add <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d to group
2025-07-02 13:09:17.328588+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NativeWidgetMacNSWindow: 0x11981dee0> windowNumber=39f from group
2025-07-02 13:09:17.328646+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d from group
2025-07-02 13:09:17.328679+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e add <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d to group
2025-07-02 13:09:17.503146+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NativeWidgetMacNSWindow: 0x119c8c2b0> windowNumber=3a0 from group
2025-07-02 13:09:17.503181+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d from group
2025-07-02 13:09:17.503215+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e add <NativeWidgetMacNSWindow: 0x119c8c2b0> windowNumber=3a0 to group
2025-07-02 13:09:17.503787+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e add <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d to group
2025-07-02 13:09:17.504472+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NativeWidgetMacNSWindow: 0x119c8c2b0> windowNumber=3a0 from group
2025-07-02 13:09:17.504535+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d from group
2025-07-02 13:09:17.504573+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e add <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d to group
2025-07-02 13:09:17.725765+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NativeWidgetMacNSWindow: 0x11981dee0> windowNumber=3a1 from group
2025-07-02 13:09:17.725787+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d from group
2025-07-02 13:09:17.725807+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e add <NativeWidgetMacNSWindow: 0x11981dee0> windowNumber=3a1 to group
2025-07-02 13:09:17.726188+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e add <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d to group
2025-07-02 13:09:17.726588+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NativeWidgetMacNSWindow: 0x11981dee0> windowNumber=3a1 from group
2025-07-02 13:09:17.726623+0100 0x5025     Default     0x0                  1299   0    Electron: (AppKit) [com.apple.AppKit:Window] parent <ElectronNSWindow: 0x14363fed0> windowNumber=9e remove <NSToolbarFullScreenWindow: 0x119c45d60> windowNumber=35d from group
